Crash ID,Degree of crash - detailed,Reporting year,Year of crash,Month of crash,Day of week of crash,Two-hour intervals,Street of crash,Street type,Town,Route no.,School zone location,School zone active,Type of location,Latitude,Longitude,LGA,Urbanisation,Conurbation 1,Alignment,Street lighting,Road surface,Surface condition,Weather,Natural lighting,Signals operation,Other traffic control,Speed limit,Road classification,RUM - code,DCA - code,First impact type,Key TU type,Other TU type,No. of traffic units involved,No. killed,No. seriously injured,No. moderately injured,No. minor-other injured
1232780,2,2020,2020,7,1,6,6,31,224,34609,0,1,7,-33.833707,151.239696,45,0,2,1,1,0,0,0,2,0,0,50,0,2040,2040,9,5,28,2,0,0,1,0
1232784,2,2020,2020,6,6,7,21,10,89,34609,0,1,1,-28.214904,153.532928,72,2,1,1,1,0,0,0,2,0,7,50,0,591,591,1,22,5,2,0,0,1,0
1232795,4,2020,2020,8,1,8,78,27,7,74,0,1,9,-33.860165,151.130918,14,0,2,1,2,0,0,0,0,0,7,50,1,2040,2040,9,5,28,2,0,1,0,0
1232796,2,2020,2020,0,5,7,6,10,10,6,0,1,9,-35.689033,150.220524,23,2,1,1,1,0,0,0,2,0,0,80,1,14295,14295,3,5,13,2,0,0,1,0
1232797,2,2020,2020,6,6,5,171,27,37,369,0,1,1,-33.865954,150.69744,55,0,2,0,0,0,0,0,2,0,7,40,2,14295,14295,3,0,5,2,0,0,1,0
1232799,2,2020,2020,8,6,3,220,27,92,222,0,1,2,-33.757451,150.954912,71,0,2,1,1,0,0,0,2,0,7,80,2,14295,14295,3,10,36,4,0,0,1,0
1232806,2,2020,2020,3,0,8,8,31,215,34609,0,1,9,-35.105704,147.36965,75,2,1,1,3,0,0,0,2,2,7,50,0,14295,14295,3,10,5,2,0,0,1,1
1232807,4,2020,2020,8,2,6,916,17,25,917,0,1,1,-30.866808,151.203661,70,1,0,1,0,0,0,0,2,0,7,100,2,9859,9859,8,5,40,1,0,1,0,0
1232808,4,2020,2020,0,2,5,59,10,89,34609,0,1,0,-33.90464,151.232937,59,0,2,1,0,0,0,0,2,0,7,30,0,121,121,9,22,28,2,0,1,0,0
1232809,1,2020,2020,8,5,6,29,1,64,52,0,1,10,-33.710957,150.742999,55,0,2,1,0,0,0,0,2,0,15,60,1,6545,6545,4,0,5,2,0,0,0,1
1232812,1,2020,2020,8,0,10,23,10,87,23,0,1,7,-33.923077,150.962097,41,0,2,1,2,0,0,0,0,0,0,60,1,1945,1945,5,16,40,1,0,0,0,1
1232813,2,2020,2020,0,2,10,1,27,48,34609,0,1,9,-33.929641,147.208244,51,2,1,1,2,0,0,0,0,0,7,50,0,9859,9859,1,0,13,2,0,0,1,0
1232815,2,2020,2020,6,1,8,98,27,89,382,0,1,7,-33.641791,150.78571,55,0,2,1,3,0,0,0,3,0,0,80,2,623,623,3,5,19,2,0,0,1,0
1232818,1,2020,2020,0,5,4,26,27,7,34609,0,1,1,-34.91031,148.948015,82,1,0,1,0,0,0,0,2,0,7,100,0,9859,9859,8,29,40,1,0,0,0,1
1232823,2,2020,2020,6,0,5,485,27,187,769,0,1,9,-33.787461,150.995126,54,0,2,1,3,0,0,0,2,0,7,60,2,14295,14295,3,8,5,2,0,0,1,0
1232825,2,2020,2020,6,4,9,127,27,59,103,0,1,10,-32.889695,151.72635,48,0,2,1,3,0,0,0,3,2,7,60,1,6545,6545,4,5,5,2,0,0,1,0
1232828,2,2020,2020,0,6,4,8,10,130,34609,0,1,1,-34.451103,150.829656,80,0,2,1,3,0,0,0,2,0,7,50,0,941,941,1,0,5,3,0,0,1,0
1232829,2,2020,2020,6,1,7,4,1,168,34609,0,1,10,-33.699247,150.820609,7,0,2,1,3,0,0,0,2,0,7,50,0,9859,9859,8,5,40,2,0,0,1,0
1232831,4,2020,2020,8,3,8,55,27,110,9,0,1,1,-33.741366,151.047762,31,0,2,1,2,0,0,0,0,0,7,60,1,591,591,1,22,12,2,0,1,0,0
1232832,2,2020,2020,0,6,0,296,27,460,293,0,1,9,-33.839824,150.999401,21,0,2,1,3,0,3,4,0,2,8,70,2,5929,5929,1,5,5,2,0,0,1,1
1232833,1,2020,2020,8,4,7,48,31,139,605,1,2,2,-33.828967,151.209497,49,0,2,1,3,0,3,0,2,0,7,40,2,14295,14295,3,0,5,3,0,0,0,2
1232835,2,2020,2020,8,2,5,30,31,252,9,0,1,10,-33.883302,151.213101,69,0,2,1,1,0,0,0,2,2,9,40,1,1383,1383,1,5,5,2,0,0,1,0
1232836,4,2020,2020,0,0,6,916,17,12,917,0,1,1,-31.117647,150.965771,70,2,1,0,0,0,0,0,2,0,7,80,2,1850,1463,5,16,40,1,0,1,0,0
1232837,1,2020,2020,8,2,9,2261,17,140,2252,0,1,9,-33.904458,151.002594,15,0,2,1,3,0,0,0,0,3,7,70,2,217,217,1,5,5,2,0,0,0,1
1232838,1,2020,2020,7,4,3,2209,17,88,2205,1,0,9,-33.986334,151.112435,25,0,2,1,3,0,0,0,2,0,7,70,2,14295,14295,3,10,13,2,0,0,0,1
1232840,2,2020,2020,0,0,9,40,27,73,34609,0,1,9,-35.15011,147.371314,75,2,1,1,0,0,3,4,0,0,15,60,0,2852,2852,4,5,0,2,0,0,1,0
1232843,2,2020,2020,7,2,6,2,31,228,34609,0,1,1,-34.747145,149.709331,26,2,1,1,1,0,0,0,2,0,7,50,0,1945,1945,5,22,40,1,0,0,1,0
1232845,2,2020,2020,8,4,5,1,31,39,34609,0,1,10,-31.062732,152.823075,34,2,1,1,1,0,3,4,2,0,0,50,0,6545,6545,4,5,5,2,0,0,2,0
1232846,2,2020,2020,8,0,9,14,7,7,34609,0,1,1,-33.241059,151.453505,16,2,2,1,0,0,3,3,0,0,7,50,0,2040,2040,9,33,28,2,0,0,1,0
1232849,2,2020,2020,8,6,5,72,18,93,34609,0,1,9,-33.404683,149.600879,3,2,1,1,3,0,0,0,2,0,7,50,0,5929,5929,1,5,13,3,0,0,1,0
1232850,2,2020,2020,0,4,6,10,27,106,34609,0,1,1,-33.889522,151.182077,69,0,2,1,1,0,3,4,2,0,9,50,0,14295,14295,3,22,36,2,0,0,1,0
1232853,2,2020,2020,0,0,8,13,27,2,13,0,1,1,-29.369867,153.36366,18,1,0,1,0,0,0,0,3,0,7,100,1,9859,9859,8,5,40,1,0,0,1,0
1232854,4,2020,2020,0,1,5,15,31,53,34609,0,1,1,-30.64718,152.992231,47,2,1,1,1,0,0,0,2,0,7,50,0,1945,1945,5,16,40,1,0,1,0,0
1232855,4,2020,2020,8,0,8,23,10,15,47,0,1,2,-32.897371,151.698913,48,0,2,0,2,0,3,4,0,0,7,60,2,3775,3775,0,5,13,2,0,2,0,0
1232856,2,2020,2020,0,4,1,63,10,201,34609,0,1,1,-34.867225,150.597201,63,2,1,0,2,0,1,5,0,0,7,50,0,2585,4009,1,5,36,2,0,0,1,0
1232859,2,2020,2020,8,0,1,40,31,219,262,0,1,10,-32.907454,151.665139,48,0,2,1,2,0,0,0,0,2,7,60,2,4026,4026,8,10,40,1,0,0,1,0
1232864,4,2020,2020,0,3,10,4,27,2,34609,0,1,1,-33.057476,150.152642,40,2,1,0,0,2,0,0,0,0,7,60,0,418,714,5,10,40,1,0,1,0,0
1232866,1,2020,2020,7,4,10,5,27,21,34609,0,1,7,-33.874431,151.236164,81,0,2,1,3,0,3,4,2,0,9,50,0,515,515,1,5,0,2,0,0,0,1
1232879,4,2020,2020,0,5,9,293,31,112,369,0,1,10,-33.614066,150.813146,29,2,2,1,2,0,0,0,0,0,7,60,2,9859,9859,8,0,40,1,0,1,0,0
1232881,2,2020,2020,8,0,6,46,27,323,34609,0,1,9,-33.769751,150.992143,71,0,2,0,0,0,3,3,2,0,15,50,0,1850,777,5,15,40,1,0,0,1,0
1232882,4,2020,2020,8,1,7,177,31,174,208,0,1,7,-33.860584,150.927826,24,0,2,1,1,0,3,3,2,0,0,60,1,1259,985,8,5,40,1,0,1,0,0
1232884,2,2020,2020,8,0,6,8,31,215,34609,0,1,9,-35.105986,147.369788,75,2,1,1,2,0,0,0,2,0,9,50,0,14295,14295,3,0,5,2,0,0,1,0
1232891,4,2020,2020,8,6,3,109,27,204,105,1,0,10,-33.895041,150.941925,24,0,2,1,0,0,0,0,2,2,9,60,2,2040,2040,9,5,28,2,0,1,0,0
1232898,2,2020,2020,8,6,4,2126,17,223,2149,0,1,10,-33.805033,150.927543,7,0,2,1,1,0,0,0,2,2,7,80,2,3775,3775,0,5,36,2,0,0,1,0
1232902,1,2020,2020,6,1,5,43,22,237,34609,0,1,9,-33.872688,150.955841,24,0,2,1,1,0,0,0,2,0,0,40,0,6545,6545,4,5,22,2,0,0,0,2
1232904,2,2020,2020,8,0,7,916,17,32,917,0,1,9,-30.224407,151.671961,1,2,1,1,1,0,0,0,2,0,7,50,2,9859,9859,8,5,40,1,0,0,1,1
1232906,1,2020,2020,8,3,6,283,27,145,702,1,0,10,-33.92291,151.06837,15,0,2,1,3,0,0,0,2,2,7,60,2,5929,5929,1,5,5,2,0,0,0,2
1232907,4,2020,2020,7,5,1,57,27,9,143,0,1,1,-34.552773,149.569345,74,2,1,0,0,0,0,0,0,0,7,60,2,2585,4009,8,0,40,1,0,1,0,0
1232908,2,2020,2020,0,3,6,82,31,179,369,1,0,7,-33.754285,150.712782,55,0,2,1,1,0,0,0,2,2,7,70,2,14295,14295,3,5,5,2,0,0,1,0
1232910,2,2020,2020,7,1,4,67,27,147,78,0,1,1,-33.862922,151.134119,14,0,2,1,0,0,0,0,2,0,7,50,2,1945,1945,5,16,40,1,0,0,1,0
1232915,2,2020,2020,6,5,4,19,27,137,49,0,1,1,-33.902406,150.896983,24,0,2,1,3,0,3,4,2,0,7,50,1,4026,4026,8,5,40,1,0,0,1,0
1232916,2,2020,2020,8,4,0,296,27,41,293,1,0,9,-33.86708,150.988034,24,0,2,1,3,0,0,0,0,2,7,70,2,5929,5929,1,0,19,2,0,0,2,0
1232917,2,2020,2020,8,5,6,135,17,93,136,0,1,10,-36.076473,146.936459,0,2,1,1,3,0,0,0,2,0,0,60,2,6545,6545,4,5,0,2,0,0,1,0
1232918,2,2020,2020,8,2,5,1,31,32,34609,0,1,1,-33.86498,150.978182,24,0,2,1,3,0,0,0,2,0,7,50,0,1981,1981,4,5,12,2,0,0,1,0
1232919,2,2020,2020,8,4,11,485,27,187,769,0,1,9,-33.791692,150.997886,54,0,2,1,3,0,3,4,0,2,7,60,2,5929,5929,1,5,5,2,0,0,1,0
1232920,2,2020,2020,8,2,6,67,27,76,34609,0,1,1,-33.911492,150.864845,41,0,2,1,3,0,0,0,2,0,7,50,0,1391,1391,1,0,0,3,0,0,1,1
1232923,1,2020,2020,7,6,5,47,31,246,8,0,1,1,-33.911405,151.197348,69,0,2,1,3,0,3,4,2,0,7,50,1,14295,14295,3,5,36,2,0,0,0,1
1232924,1,2020,2020,6,1,5,40,27,122,45,1,0,7,-33.418781,151.342209,16,2,2,1,3,0,0,0,2,0,0,60,1,6545,6545,4,5,5,2,0,0,0,1
1232927,1,2020,2020,8,0,6,500,27,198,799,0,1,9,-33.917272,151.106724,15,0,2,1,3,0,3,4,2,0,7,60,2,515,515,1,5,5,2,0,0,0,1
1232930,2,2020,2020,8,5,8,12,27,74,12,0,1,10,-34.438402,150.865244,80,0,2,1,3,0,0,0,3,0,15,50,2,6545,6545,4,5,12,2,0,0,1,0
1232931,1,2020,2020,8,5,8,478,17,89,480,0,1,9,-33.389353,151.473209,16,2,2,1,3,0,3,4,2,2,7,60,2,14295,14295,3,5,5,3,0,0,0,1
1232932,4,2020,2020,8,3,5,157,17,9,158,0,1,1,-33.869082,146.460759,51,1,0,0,0,0,0,0,2,0,7,100,2,782,957,5,16,40,1,0,1,0,0
1232934,4,2020,2020,8,2,4,38,27,8,35,0,1,1,-34.627355,150.774857,35,2,1,0,0,0,0,0,2,0,7,80,1,2585,4009,8,16,40,1,0,1,0,0
1232935,2,2020,2020,6,5,10,48,27,57,34609,0,1,1,-34.568879,150.813104,62,0,2,1,2,0,0,0,0,0,7,50,0,4026,4026,8,10,40,1,0,0,1,0
1232939,1,2020,2020,8,3,0,53,31,67,125,0,1,10,-33.883709,151.006729,15,0,2,1,2,0,0,0,0,2,7,60,1,5929,5929,1,10,5,2,0,0,0,1
1232940,1,2020,2020,8,0,5,133,31,139,51,0,1,9,-33.884457,151.142079,32,0,2,1,1,0,3,0,2,2,7,50,1,2852,2852,4,5,0,2,0,0,0,1
1232943,4,2020,2020,8,5,8,205,27,45,415,0,1,2,-33.700955,151.212022,50,0,2,1,1,0,0,0,2,0,7,80,2,14295,14295,3,5,19,3,0,1,0,0
1232945,1,2020,2020,8,5,8,171,31,108,34609,0,1,9,-33.817405,151.186331,77,0,2,1,2,0,0,0,2,0,7,50,0,926,926,4,21,5,2,0,0,0,1
1232946,4,2020,2020,0,1,10,5,31,100,34609,0,1,4,-33.810627,151.174386,38,0,2,0,2,0,0,0,0,0,7,50,0,2585,4009,8,10,40,1,0,1,0,0
1232947,4,2020,2020,8,2,6,15,27,3,34609,0,1,1,-29.889952,150.903784,33,1,0,0,0,0,0,0,2,0,7,100,0,1089,1089,7,16,40,1,0,1,0,0
1232950,1,2020,2020,8,0,3,2261,17,34,2252,0,1,2,-34.800867,149.610835,26,1,0,1,2,0,0,0,2,0,7,110,2,4026,4026,8,10,40,1,0,0,0,1
1232951,1,2020,2020,3,3,8,63,27,224,605,0,1,9,-33.814146,151.243916,45,0,2,0,1,0,0,0,2,0,7,60,2,14295,14295,3,10,0,3,0,0,0,1
1232954,1,2020,2020,6,5,6,17,31,33,34609,0,1,1,-34.726866,150.828936,35,2,1,1,1,0,0,0,2,0,7,60,0,3775,3775,0,0,5,2,0,0,0,1
1232956,2,2020,2020,8,4,4,2,1,95,34609,0,1,9,-33.737774,150.846143,7,0,2,1,0,0,0,0,2,0,7,50,0,2852,2852,4,5,27,2,0,0,1,0
1232961,2,2020,2020,8,4,11,5,31,80,34609,0,1,1,-33.751533,150.649468,55,0,2,1,2,0,0,0,0,0,7,50,0,9859,9859,1,5,5,2,0,0,1,0
1232963,2,2020,2020,8,6,3,100,27,323,100,0,1,2,-33.805377,150.851863,7,0,2,1,1,0,0,0,2,0,7,70,2,14295,14295,3,5,5,2,0,0,1,0
1232968,2,2020,2020,8,0,2,31,23,139,187,0,1,2,-33.873887,151.136328,32,0,2,1,2,0,3,4,1,0,7,60,2,4026,4026,8,5,40,2,0,0,1,0
1232971,4,2020,2020,8,5,7,15,27,6,34609,0,1,9,-31.025611,150.964007,70,2,1,0,0,0,0,0,2,0,7,80,0,782,957,5,29,40,1,0,1,0,0
1232972,4,2020,2020,8,3,4,1,27,21,34609,0,1,1,-32.646014,151.834652,51,1,0,1,0,2,0,0,2,0,7,100,0,1945,1945,5,16,40,1,0,1,0,0
1232985,2,2020,2020,7,4,4,346,17,8,332,0,1,1,-28.862438,153.084551,60,1,0,0,0,0,0,0,2,0,7,100,2,1669,1669,3,5,13,2,0,0,1,0
1232986,4,2020,2020,8,2,10,171,27,89,369,0,1,9,-33.670301,150.752982,55,0,2,1,2,0,3,4,0,0,0,80,2,2852,2852,4,5,19,2,0,1,0,0
1232987,4,2020,2020,6,1,0,54,27,32,49,0,1,1,-32.943791,151.722953,48,0,2,0,0,0,0,0,0,0,7,60,1,4552,5151,8,5,40,1,0,1,1,0
1232990,1,2020,2020,8,1,5,3,27,102,34609,0,1,9,-33.943417,151.201556,4,0,2,1,0,0,0,0,2,0,7,50,0,9859,9859,8,22,40,1,0,0,0,1
1232992,4,2020,2020,8,0,5,109,27,100,105,1,0,10,-33.894052,150.89743,24,0,2,1,1,0,0,0,2,2,7,60,2,1220,1220,9,5,28,2,0,1,0,0
1232996,1,2020,2020,8,2,6,283,27,145,702,0,1,2,-33.929022,151.072153,15,0,2,1,3,0,0,0,2,0,7,60,2,14295,14295,3,0,5,3,0,0,0,1
1232997,2,2020,2020,8,0,11,12,27,58,34609,0,1,1,-32.986911,151.670393,37,0,2,1,2,0,3,4,0,0,7,60,0,4026,4026,8,30,40,1,0,0,1,0
1232998,1,2020,2020,6,6,10,63,17,11,63,0,1,1,-34.090563,142.021682,51,1,0,1,2,0,0,0,0,0,7,100,2,9859,9859,8,10,40,1,0,0,0,1
1233001,2,2020,2020,7,3,1,1,25,113,34609,0,1,1,-29.486551,149.839649,51,2,1,0,2,0,0,0,0,0,7,50,0,1957,4009,8,10,40,4,0,0,3,0
1233002,2,2020,2020,8,2,6,98,27,609,220,0,1,9,-33.775282,150.918702,7,0,2,1,1,0,0,0,2,0,7,60,2,5929,5929,1,5,19,2,0,0,1,1
1233004,2,2020,2020,8,1,4,37,27,19,52,0,1,9,-33.893226,150.616497,79,2,2,1,1,0,0,0,2,0,7,60,1,1669,1669,3,9,13,2,0,0,1,0
1233005,4,2020,2020,8,1,0,6,27,6,34609,0,1,1,-33.578537,149.404299,51,1,0,0,0,0,0,0,0,0,7,100,0,1957,4009,8,5,40,1,0,1,2,0
1233010,1,2020,2020,8,6,3,330,27,108,605,1,0,10,-33.761876,151.271749,50,0,2,1,1,0,0,0,2,2,7,60,2,2852,2852,4,16,0,2,0,0,0,1
1233013,4,2020,2020,8,0,9,348,17,105,232,0,1,9,-32.574849,149.565992,44,2,1,1,0,0,0,0,3,0,7,80,2,5929,5929,1,5,5,2,0,1,1,0
1233016,2,2020,2020,6,5,9,105,27,174,109,0,1,1,-33.862251,150.920277,24,0,2,1,3,0,0,0,0,0,7,60,1,84,84,6,16,5,2,0,0,1,0
1233017,2,2020,2020,7,6,3,515,14,109,518,0,1,3,-33.957829,150.876314,41,0,2,1,0,0,0,0,1,0,7,100,2,14295,14295,3,10,12,3,0,0,1,0
1233020,2,2020,2020,8,2,8,54,27,20,563,0,1,2,-34.028003,151.006644,68,0,2,1,3,0,0,0,2,0,7,80,2,1282,1282,1,10,5,2,0,0,1,0
1233021,1,2020,2020,8,2,5,117,1,210,121,0,1,10,-34.040124,151.100992,68,0,2,1,3,0,0,0,2,2,7,60,1,5929,5929,1,5,0,2,0,0,0,1
1233030,1,2020,2020,8,2,7,2126,17,26,2149,0,1,2,-33.702506,150.576852,8,2,2,0,3,0,3,4,2,0,7,80,2,1957,4009,8,5,40,1,0,0,0,1
1233034,2,2020,2020,8,6,7,36,31,61,34609,0,1,9,-35.520664,144.95478,51,2,1,1,3,0,0,0,2,0,7,50,0,83,83,1,10,5,2,0,0,1,0
1233037,4,2020,2020,8,5,6,10,27,87,34609,0,1,1,-34.479824,150.41508,78,2,1,1,0,0,0,0,2,0,14,20,0,41,41,8,9,40,2,0,1,1,0
1233040,2,2020,2020,6,1,3,17,2,74,34609,0,1,10,-34.024459,150.770642,12,0,2,1,3,0,0,0,2,2,7,60,0,1391,1391,1,5,5,3,0,0,1,0
1233041,4,2020,2020,8,1,4,8,27,3,34609,0,1,1,-37.003548,149.806104,5,1,0,1,3,0,3,3,2,0,7,100,0,9859,9859,8,9,40,1,0,1,1,0
1233042,1,2020,2020,8,5,8,515,14,197,518,0,1,3,-33.94016,151.087218,15,0,2,1,3,0,0,0,3,0,7,80,2,14295,14295,3,5,5,4,0,0,0,1
1233043,2,2020,2020,6,5,7,4,27,10,34609,0,1,1,-36.384726,149.872959,5,2,1,0,3,0,0,0,2,0,7,80,0,1669,1669,3,10,0,2,0,0,1,0
1233044,1,2020,2020,8,5,5,71,17,61,71,0,1,10,-35.528519,144.959014,51,2,1,1,3,0,0,0,2,0,0,50,2,6545,6545,4,5,0,2,0,0,0,1
1233046,1,2020,2020,3,1,6,330,27,147,605,0,1,9,-33.754446,151.284316,50,0,2,1,3,0,0,0,2,3,9,60,2,387,387,1,16,5,2,0,0,0,1
1233047,2,2020,2020,8,2,8,1,1,7,34609,0,1,1,-33.838904,151.224662,49,0,2,0,1,0,0,0,2,0,7,50,0,3775,3775,0,5,27,2,0,0,1,0
1233049,2,2020,2020,8,1,8,98,27,128,382,0,1,9,-33.633106,150.778528,29,2,2,1,3,0,0,0,3,0,15,80,2,2852,2852,4,5,10,2,0,0,1,0
1233050,1,2020,2020,8,1,4,41,27,58,80,0,1,1,-32.974201,151.674989,37,0,2,1,3,0,0,0,2,0,7,60,1,14295,14295,3,10,5,2,0,0,0,1
1233053,2,2020,2020,8,1,6,65,10,132,148,0,1,1,-34.115228,151.068896,68,0,2,0,3,0,0,0,2,0,7,60,2,1850,1463,5,16,40,1,0,0,1,0
1233064,4,2020,2020,0,2,8,112,17,12,112,0,1,1,-31.520353,144.513407,51,1,0,1,0,0,0,0,2,0,7,110,2,83,83,5,9,40,1,0,2,0,0
1233066,2,2020,2020,8,5,8,17,27,202,34609,0,1,10,-33.952194,151.03183,15,0,2,1,2,0,3,4,0,2,9,40,0,1282,1282,1,5,27,2,0,0,1,0
1233071,2,2020,2020,6,5,8,2209,17,61,2205,0,1,9,-35.91018,150.080804,23,2,1,1,3,0,0,0,2,0,7,50,2,5929,5929,1,0,5,2,0,0,1,0
1233074,1,2020,2020,6,6,4,117,1,49,35,0,1,9,-33.965718,151.146845,4,0,2,1,3,0,3,0,2,0,7,60,2,5929,5929,1,5,5,2,0,0,0,1
1233077,2,2020,2020,8,6,7,2209,17,18,2205,0,1,1,-35.70127,150.181141,23,2,1,1,3,0,0,0,2,0,7,60,2,14295,14295,3,9,36,2,0,0,1,1
1233078,1,2020,2020,8,2,3,2,31,108,34609,0,1,9,-33.815711,151.186725,77,0,2,1,3,0,0,0,2,0,7,50,0,28,28,1,0,0,2,0,0,0,1
1233083,2,2020,2020,7,0,7,866,17,278,793,0,1,2,-33.777363,151.051847,54,0,2,1,2,0,0,0,2,0,9,60,2,14295,14295,3,9,13,3,0,0,1,0
1233091,4,2020,2020,3,4,0,2126,17,75,2149,0,1,2,-33.871565,151.123444,32,0,2,0,2,0,3,2,0,0,7,60,2,1957,4009,8,16,40,1,0,1,0,0
1233096,4,2020,2020,8,2,6,10,27,56,174,0,1,9,-32.986972,151.518272,37,0,2,1,1,0,0,0,2,0,15,80,2,2852,2852,4,30,19,2,0,1,0,0
1233102,1,2020,2020,8,3,4,2,6,96,34609,0,1,1,-33.436865,151.402062,16,2,2,1,1,0,0,3,2,0,7,50,0,1282,1282,1,16,5,2,0,0,0,1
1233104,2,2020,2020,8,6,5,31,27,50,34609,0,1,9,-33.513804,151.336174,16,2,2,1,1,0,0,0,2,0,9,40,0,2040,2040,9,0,28,2,0,0,1,0
1233108,4,2020,2020,8,0,8,3371,17,147,3342,0,1,9,-33.739562,151.136385,36,0,2,1,1,0,0,0,2,2,7,60,2,5929,5929,1,10,5,2,0,1,1,0
1233113,2,2020,2020,0,1,4,57,36,17,769,0,1,1,-33.60872,150.798476,29,2,2,0,1,0,0,3,2,0,7,70,2,3775,3775,0,16,12,2,0,0,2,0
1233115,4,2020,2020,8,1,9,158,27,13,207,1,0,9,-33.87114,151.25128,81,0,2,1,2,0,0,0,0,2,7,60,2,2852,2852,4,0,5,2,0,1,0,1
1233118,2,2020,2020,0,0,7,11,31,273,34609,0,1,10,-34.427728,150.897016,80,0,2,1,1,0,0,0,2,2,7,60,0,6545,6545,4,5,13,2,0,0,1,0
1233119,2,2020,2020,0,1,5,18,27,134,34609,0,1,10,-33.958172,150.799469,12,0,2,1,3,0,0,0,2,0,0,70,0,3775,3775,0,5,13,2,0,0,1,0
1233120,1,2020,2020,7,3,5,13,31,188,34609,1,0,1,-33.940761,151.101311,4,0,2,1,3,0,0,0,2,0,7,50,0,14295,14295,3,34,5,2,0,0,0,1
1233121,1,2020,2020,0,4,7,2126,17,445,2149,0,1,1,-33.855575,151.062843,21,0,2,1,0,0,0,3,2,0,7,60,2,14295,14295,3,10,5,4,0,0,0,1
1233122,4,2020,2020,8,2,11,330,1,53,34609,0,1,1,-33.737915,151.297194,50,0,2,0,2,0,0,0,0,0,7,50,0,4552,5151,1,0,0,2,0,1,0,0
1233123,2,2020,2020,7,0,11,46,1,6,34609,0,1,1,-33.91712,151.045531,15,0,2,1,2,0,0,0,0,0,7,50,0,9859,9859,1,5,10,2,0,0,3,0
1233124,4,2020,2020,8,4,11,23,27,179,66,0,1,1,-31.880665,152.433893,43,2,1,1,2,0,3,4,0,0,7,70,1,945,945,5,16,40,1,0,1,0,0
1233143,4,2020,2019,5,1,5,83,27,3,72,0,1,1,-28.788595,153.321156,39,1,0,0,0,0,0,0,2,0,7,100,2,3775,3775,0,8,12,2,0,1,0,0
1233146,2,2020,2020,8,4,6,283,27,197,702,1,0,9,-33.94941,151.080924,25,0,2,1,3,0,0,0,2,2,7,60,2,2852,2852,4,5,13,2,0,0,1,0
1233150,2,2020,2020,6,2,7,35,27,1,24,0,1,1,-32.969504,149.442599,3,1,0,1,3,0,0,0,2,0,7,100,1,9859,9859,8,16,40,1,0,0,1,0
1233152,1,2020,2020,8,4,10,2126,17,55,2149,0,1,9,-33.795601,150.8894,7,0,2,1,3,0,0,0,0,0,0,80,2,9859,9859,1,33,0,2,0,0,0,1
1233153,1,2020,2020,8,0,6,112,27,20,769,0,1,9,-33.546771,150.66099,29,2,2,1,3,0,0,3,2,0,0,80,2,1669,1669,3,5,13,2,0,0,0,1
1233156,1,2020,2020,6,1,6,2209,17,77,2205,0,1,2,-33.926838,151.158683,32,0,2,1,3,0,0,3,2,0,7,60,2,14295,14295,3,5,36,2,0,0,0,1
1233157,2,2020,2020,8,2,5,1,34,10,34609,0,1,1,-34.632579,150.413586,78,2,1,0,3,2,3,4,2,0,7,50,0,1850,1463,5,16,40,1,0,0,1,0
1233160,4,2020,2020,8,2,6,2261,17,35,2252,0,1,2,-34.873268,148.259699,20,1,0,1,3,0,0,0,2,0,7,110,2,1945,1945,5,10,40,1,0,1,0,0
1233163,2,2020,2020,6,2,3,308,14,323,311,0,1,3,-33.76864,150.965863,71,0,2,1,3,0,0,0,2,0,7,100,2,1383,1383,1,0,36,2,0,0,1,0
1233165,1,2020,2019,2,6,6,20,31,523,34609,0,1,10,-33.92247,150.922474,41,0,2,1,3,0,0,0,2,3,7,40,0,1282,1282,1,0,5,2,0,0,0,1
1233166,2,2020,2020,0,4,6,68,31,73,331,0,1,9,-34.180279,150.6082,79,2,2,1,1,0,3,4,2,0,7,60,1,5929,5929,1,10,0,2,0,0,1,1
1233167,2,2020,2020,7,3,11,8,1,25,34609,0,1,2,-32.938846,151.766912,48,0,2,1,2,0,3,4,0,0,7,50,0,9859,9859,1,5,5,4,0,0,1,0
1233168,2,2020,2020,7,0,9,42,10,78,39,0,1,7,-34.483351,150.84603,80,0,2,1,2,0,0,0,0,0,0,70,1,2852,2852,4,5,19,2,0,0,2,0
1233169,4,2020,2020,7,2,3,17,10,63,34609,0,1,9,-33.239093,151.500714,16,2,2,0,1,0,0,0,2,1,7,50,0,2585,4009,8,16,40,1,0,1,0,0
1233172,1,2020,2020,7,4,7,56,27,323,38,1,2,1,-33.762651,150.982756,71,0,2,1,2,0,0,0,2,0,7,40,1,14295,14295,3,10,36,4,0,0,0,1
1233173,4,2020,2020,7,5,6,35,31,253,34609,0,1,1,-33.95902,151.099784,25,0,2,1,1,0,0,3,2,0,7,50,0,28,28,1,10,5,2,0,1,0,0
1233176,1,2020,2020,8,1,3,18,27,58,34609,0,1,7,-34.047769,151.129998,68,0,2,1,3,0,0,0,2,0,0,50,0,301,301,4,30,0,2,0,0,0,1
1233177,2,2020,2020,7,6,7,45,31,171,34609,1,2,7,-33.81249,150.968319,21,0,2,1,0,0,0,0,2,0,0,40,0,2040,2040,9,5,28,2,0,0,1,0
1233178,4,2020,2020,7,0,4,24,27,246,99,0,1,10,-33.906192,151.191823,69,0,2,1,1,0,0,0,2,2,7,60,2,5929,5929,1,5,19,2,0,1,0,0
