Crash ID,Degree of crash - detailed,Reporting year,Year of crash,Month of crash,Day of week of crash,Two-hour intervals,Street of crash,Street type,Town,Route no.,School zone location,School zone active,Type of location,Latitude,Longitude,LGA,Urbanisation,Conurbation 1,Alignment,Street lighting,Road surface,Surface condition,Weather,Natural lighting,Signals operation,Other traffic control,Speed limit,Road classification,RUM - code,DCA - code,First impact type,Key TU type,Other TU type,No. of traffic units involved,No. killed,No. seriously injured,No. moderately injured,No. minor-other injured
1220987,0,2020,2020,4,0,11,2261,17,35,2252,0,1,2,-34.858896,148.286952,20,1,0,1,0,0,0,0,0,0,7,110,2,9859,9859,8,29,40,1,1,0,0,0
1220988,0,2020,2020,4,0,11,3371,17,9,3342,0,1,9,-29.745446,152.993909,18,1,0,1,0,0,0,0,0,0,7,100,2,1220,1220,9,5,28,2,1,0,1,0
1221458,0,2020,2020,4,0,8,57,27,9,143,0,1,1,-34.534399,149.563894,74,1,0,0,0,0,0,0,2,0,7,100,2,782,957,5,16,40,1,1,0,0,0
1221459,0,2020,2020,4,3,11,72,27,193,56,0,1,10,-33.79652,151.065251,61,0,2,1,2,0,0,0,0,2,9,60,2,1220,1220,9,5,28,2,1,0,1,0
1222080,0,2020,2020,4,6,1,21,31,65,18,0,1,1,-32.926607,151.782846,48,0,2,1,2,0,2,6,0,0,7,40,2,9859,9859,8,16,40,1,1,0,0,0
1222087,0,2020,2020,4,0,6,103,36,24,103,0,1,1,-32.643762,151.868062,57,1,0,0,0,0,3,4,2,0,7,90,1,1259,5151,8,34,40,1,1,0,0,0
1222089,0,2020,2020,4,5,1,36,27,37,83,0,1,1,-29.441917,153.212872,18,1,0,1,0,0,2,6,0,0,7,100,1,9859,9859,8,5,40,1,1,0,0,0
1222090,0,2020,2020,4,3,2,2261,17,35,2252,0,1,3,-34.180834,150.723855,79,1,2,1,0,0,3,3,0,0,7,110,2,9859,9859,8,9,40,1,1,1,0,0
1222341,0,2020,2020,4,1,2,11,27,36,34609,0,1,10,-33.80152,150.951136,21,0,2,1,2,0,0,0,0,2,9,50,0,1383,1383,1,22,0,2,1,0,1,0
1222628,0,2020,2020,4,1,10,71,36,12,139,0,1,1,-34.249547,145.980776,28,1,0,0,0,0,0,0,0,0,7,100,2,368,368,9,29,28,2,1,0,1,0
1222629,0,2020,2020,4,1,9,3,27,8,39,0,1,1,-32.422842,149.49013,44,1,0,0,0,0,0,0,2,0,7,100,2,3775,3775,0,30,10,2,1,1,1,0
1222630,0,2020,2020,4,5,1,9,27,35,34609,0,1,1,-30.437998,152.885623,6,1,0,1,0,0,0,0,0,0,7,100,0,9859,9859,8,0,40,1,3,0,0,0
1222631,0,2020,2020,4,4,5,2,27,2,34609,0,1,1,-32.776594,149.545524,44,2,1,0,0,0,0,3,2,0,7,60,0,3775,3775,0,5,19,2,1,0,1,0
1222632,0,2020,2020,4,2,7,478,17,20,480,0,1,1,-33.409739,151.460839,16,2,2,0,1,0,0,3,2,0,7,70,2,3775,3775,0,0,13,2,1,1,1,0
1222633,0,2020,2020,4,6,5,20,31,283,34609,0,1,1,-33.830942,151.004579,21,0,2,1,1,0,0,0,2,0,7,50,0,1981,1981,4,18,13,2,1,0,0,0
1222634,0,2020,2020,4,1,5,3,27,155,34609,0,1,1,-33.131146,148.121335,53,1,0,1,0,0,0,0,2,0,7,100,0,475,475,5,5,40,1,1,0,0,0
1222635,0,2020,2020,4,0,8,481,17,10,483,0,1,1,-32.957689,148.23177,53,1,0,1,0,0,0,0,3,0,7,110,2,101,101,8,0,10,2,1,0,2,0
1222636,0,2020,2020,4,5,7,2209,17,22,2205,0,1,1,-36.054034,150.059419,23,1,0,0,0,0,3,0,2,0,7,100,2,3775,3775,0,10,10,2,2,0,0,0
1223161,0,2020,2020,3,2,9,8,27,36,7,0,1,1,-33.792737,151.028609,54,0,2,0,1,0,0,0,3,0,7,50,1,186,186,9,10,28,8,4,3,1,0
1223680,0,2020,2020,3,4,2,168,10,387,260,0,1,1,-33.946063,151.177616,4,0,2,1,2,0,3,0,1,0,7,70,2,3775,3775,0,5,0,2,1,4,0,0
1223682,0,2020,2020,3,0,8,2,27,6,34609,0,1,1,-35.507987,146.180978,51,1,0,1,0,0,0,0,2,0,7,100,0,4026,4026,8,10,40,1,1,0,0,0
1223683,0,2020,2020,4,1,9,34,1,201,34609,0,1,7,-34.87653,150.601335,63,2,1,1,1,0,0,0,3,0,0,50,0,6545,6545,4,22,13,2,1,0,0,0
1223684,0,2020,2020,3,1,3,3371,17,16,3342,0,1,2,-28.378389,153.524453,72,1,0,1,0,0,0,0,2,0,7,110,2,2040,2040,9,29,28,2,1,0,1,0
1224222,0,2020,2020,3,5,8,102,27,16,34609,0,1,9,-34.566547,150.842873,62,0,2,1,1,0,0,0,2,1,9,60,0,591,591,1,22,5,2,1,0,1,0
1224223,0,2020,2020,3,6,0,42,31,532,34609,0,1,0,-33.875615,151.207383,69,0,2,1,2,0,0,0,0,0,7,40,0,121,121,9,8,28,2,1,0,1,0
1224226,0,2020,2020,3,4,10,2209,17,74,2205,0,1,2,-34.438586,150.858564,80,0,2,1,2,0,0,0,0,0,7,60,2,368,368,9,10,28,2,1,0,1,0
1224229,0,2020,2020,3,2,11,255,27,37,62,0,1,10,-32.804502,151.509445,17,2,1,1,2,0,0,0,0,0,7,60,2,1220,1220,9,5,28,2,1,0,1,0
1224230,0,2020,2020,3,3,9,191,17,13,189,0,1,1,-32.526498,150.951142,64,1,0,1,0,0,0,3,3,0,7,100,2,9859,9859,8,0,40,1,1,0,0,0
1224847,0,2020,2020,3,6,2,1,31,100,34609,0,1,9,-33.893891,150.886552,24,0,2,1,2,0,0,0,0,0,7,60,0,2040,2040,9,5,28,2,1,0,1,0
1224848,0,2020,2020,3,4,10,3,18,49,34609,0,1,1,-34.48009,147.545718,51,1,0,1,0,2,0,0,0,0,7,100,0,4026,4026,8,10,40,1,1,0,1,0
1224849,0,2020,2020,3,5,7,2,31,61,34609,0,1,1,-33.760319,151.124291,36,0,2,1,1,0,0,0,2,0,7,50,0,368,368,9,5,28,2,1,0,1,0
1224850,0,2020,2020,3,0,7,12,27,2,34609,0,1,1,-34.432977,150.830795,80,0,2,1,1,0,0,3,2,0,7,60,0,9859,9859,8,5,40,1,1,0,0,0
1224851,0,2020,2020,3,2,2,27,31,47,40,0,1,10,-33.770105,151.2851,50,0,2,1,2,0,3,4,0,0,15,50,1,2040,2040,9,33,28,2,1,0,0,0
1224853,0,2020,2020,3,3,8,78,27,11,228,0,1,1,-33.083396,151.127735,17,2,1,0,0,0,0,0,2,0,7,60,1,3775,3775,0,16,0,2,1,0,1,0
1225363,0,2020,2020,3,4,4,2209,17,11,2205,0,1,1,-35.384622,150.455447,63,2,1,0,0,0,0,0,2,0,7,80,2,3775,3775,0,5,35,3,1,1,1,0
1225406,0,2020,2020,3,1,9,7,27,61,34609,0,1,1,-35.145339,149.181962,82,1,0,1,0,0,0,0,2,0,7,100,0,9859,9859,8,5,40,1,1,0,0,0
1225407,0,2020,2020,3,2,1,103,36,3,157,0,1,1,-29.477384,152.976254,18,1,0,0,0,0,3,3,0,0,7,100,2,3775,3775,0,5,31,2,2,0,1,0
1225408,0,2020,2020,3,5,5,113,27,78,111,0,1,1,-33.85031,150.785678,55,0,2,1,0,0,0,0,2,0,7,80,2,3775,3775,0,5,10,2,1,0,1,0
1225411,0,2020,2020,3,6,11,24,31,201,160,0,1,1,-34.004038,150.877766,13,0,2,1,1,0,0,0,0,0,7,60,2,3775,3775,0,22,27,2,1,1,0,0
1225412,0,2020,2020,3,4,7,2126,17,107,2149,0,1,10,-33.884256,151.198535,69,0,2,1,1,0,0,0,2,2,7,50,2,1945,1945,5,16,40,2,1,0,1,0
1225417,0,2020,2020,3,2,0,16,36,2,56,0,1,9,-32.414069,147.500172,51,1,0,0,0,0,0,0,0,0,7,100,1,2585,4009,8,10,40,1,1,0,0,0
1225418,0,2020,2020,3,0,5,3,27,19,34609,0,1,9,-33.758549,151.093637,31,0,2,1,1,0,0,0,2,0,7,50,0,186,186,9,5,28,10,1,3,2,4
1225460,0,2020,2020,4,4,7,98,27,87,799,0,1,1,-33.92882,150.957544,41,0,2,1,1,0,0,0,2,0,7,70,2,2040,2040,9,5,28,2,1,0,1,0
1225933,0,2020,2020,7,3,6,12,27,41,24,0,1,1,-32.813917,151.769917,57,1,0,0,0,0,0,0,2,0,7,90,2,3775,3775,0,10,0,2,1,2,0,2
1225948,0,2020,2020,7,1,9,22,27,10,34609,0,1,1,-33.158119,151.407979,37,0,2,0,0,0,0,0,2,0,7,60,0,4552,5151,8,16,40,1,1,0,0,0
1225949,0,2020,2020,7,3,7,2,27,5,34609,0,1,1,-35.10091,146.569409,51,1,0,0,0,0,0,0,2,0,7,100,0,1259,5151,8,5,40,1,1,0,0,0
1225952,0,2020,2020,7,4,6,1,27,6,34609,0,1,1,-30.564106,150.466316,70,1,0,0,0,2,2,6,2,0,7,100,0,4552,5151,8,5,40,1,1,1,0,0
1225953,0,2020,2020,3,2,4,205,27,147,415,0,1,9,-33.748423,151.148688,36,0,2,0,1,0,0,0,2,0,7,70,2,1957,4009,8,22,40,1,1,0,0,0
1226492,0,2020,2020,7,3,0,2,27,9,34609,0,1,9,-32.884396,147.696837,53,1,0,0,0,0,0,0,0,0,7,100,0,782,957,5,34,40,1,1,0,0,0
1226508,0,2020,2020,7,3,11,213,17,132,213,0,1,1,-29.774972,151.094001,33,2,1,1,2,0,3,4,0,0,7,50,2,57,57,1,5,13,2,1,1,1,0
1226509,0,2020,2020,7,6,7,27,17,37,34609,0,1,1,-29.430286,153.240932,18,2,1,1,0,0,0,0,2,2,7,80,0,78,78,8,16,40,1,1,0,0,0
1226510,0,2020,2020,7,4,10,89,36,49,81,0,1,1,-34.541195,148.731594,30,1,0,0,0,0,0,0,0,0,7,100,2,1259,5151,8,30,40,1,1,0,0,0
1226511,0,2020,2020,7,0,4,133,17,7,121,0,1,1,-36.430236,149.238393,65,1,0,1,0,0,0,0,2,0,7,100,2,323,323,1,0,13,2,1,0,0,1
1226996,0,2020,2020,3,3,7,12,31,41,34609,0,1,1,-33.82691,151.012977,54,0,2,1,1,0,0,3,2,0,7,50,0,9859,9859,8,0,40,2,1,0,1,0
1227090,0,2020,2020,7,5,1,1052,14,33,928,0,1,3,-33.656605,151.135671,31,0,2,0,2,0,3,4,0,0,7,110,2,1259,5151,8,3,40,1,1,0,0,0
1227091,0,2020,2020,7,6,8,191,17,24,189,0,1,1,-32.034112,149.348849,51,1,0,0,1,0,0,0,2,0,7,100,2,3775,3775,0,5,5,2,2,3,1,0
1227092,0,2020,2020,7,0,7,21,31,316,34609,0,1,9,-33.933201,151.243276,59,0,2,1,0,0,0,0,2,0,7,50,0,489,489,5,5,10,2,1,0,0,0
1227093,0,2020,2020,7,2,2,14,1,19,22,1,0,1,-33.382564,151.354532,16,2,2,0,2,0,0,0,0,0,7,50,1,4552,5151,8,5,40,1,1,4,0,0
1227099,0,2020,2020,7,0,9,334,17,7,308,0,1,1,-30.947944,151.41039,51,2,1,0,0,0,0,0,2,0,7,70,2,3775,3775,0,0,35,2,1,0,1,0
1227100,0,2020,2020,7,2,3,24,36,7,56,0,1,1,-34.588011,147.524727,51,1,0,0,0,0,0,0,1,0,7,100,2,273,957,5,10,40,1,1,0,0,0
1227694,0,2020,2020,7,3,11,17,36,68,19,0,1,9,-34.824247,148.908912,82,2,1,0,0,0,0,0,0,0,7,50,1,2585,4009,8,5,40,1,1,0,0,0
1227696,0,2020,2020,7,6,5,500,27,106,799,0,1,9,-33.923325,151.092615,15,0,2,1,1,0,0,0,2,0,7,60,2,489,489,8,10,40,1,1,0,0,0
1227698,0,2020,2020,7,5,5,15,27,4,34609,0,1,1,-33.208904,149.141465,11,1,0,0,0,0,0,0,2,0,7,100,0,4552,5151,8,10,40,1,1,0,0,0
1227699,0,2020,2020,7,5,6,150,27,197,415,1,0,2,-33.792894,151.119998,61,0,2,1,1,0,3,3,2,0,7,70,2,2040,2040,9,30,28,2,1,0,0,0
1227701,0,2020,2020,7,4,4,57,27,9,75,0,1,1,-33.47975,151.292998,16,2,2,0,0,0,3,4,2,0,7,60,1,3775,3775,0,5,0,3,1,1,0,0
1227702,0,2020,2020,3,4,5,5,31,64,34609,0,1,1,-33.761901,151.216508,50,0,2,1,1,0,0,0,2,0,7,50,0,2040,2040,9,30,28,2,1,0,0,0
1227707,0,2020,2020,7,6,8,6,27,562,34609,0,1,1,-32.289387,148.625903,22,1,0,0,0,0,3,4,2,0,7,100,0,2585,4009,8,16,40,1,1,0,0,0
1227709,0,2020,2020,7,3,6,89,27,15,34609,0,1,1,-32.78241,151.08777,64,2,1,0,1,0,0,3,2,0,7,80,0,782,957,5,16,40,1,1,0,0,0
1228240,0,2020,2020,7,5,3,33,27,120,34609,0,1,9,-33.755592,150.866292,7,0,2,1,2,0,0,0,1,0,7,50,0,2040,2040,9,8,28,2,1,0,1,0
1228241,0,2020,2020,0,4,6,2126,17,127,2149,0,1,2,-33.888101,151.158499,32,0,2,1,1,0,0,3,2,0,7,60,2,1391,1391,1,8,27,2,1,0,1,0
1228242,0,2020,2020,0,4,6,1104,14,104,962,0,1,3,-33.833478,151.02465,54,0,2,1,1,0,0,0,2,0,7,90,2,204,204,1,16,13,3,1,0,2,0
1228250,0,2020,2020,0,6,5,165,31,166,34609,0,1,7,-33.412406,149.584779,3,2,1,1,1,0,0,0,2,0,0,50,0,5929,5929,1,22,36,2,1,0,1,0
1228257,0,2020,2020,0,3,7,2126,17,140,2149,0,1,2,-33.782545,150.827774,7,0,2,1,1,0,0,0,2,0,7,80,2,9859,9859,8,5,40,1,2,1,1,0
1228799,0,2020,2020,0,0,10,5,31,207,5,0,1,9,-31.968351,141.434894,51,2,1,1,2,0,0,0,0,0,7,50,1,2040,2040,9,16,28,3,1,2,0,0
1228800,0,2020,2020,0,2,3,109,27,70,62,0,1,1,-32.750041,151.541265,42,2,1,0,1,0,0,0,2,0,7,70,2,3775,3775,0,5,35,2,1,0,0,0
1228801,0,2020,2020,0,3,4,193,1,64,34609,0,1,1,-32.945372,151.692552,48,0,2,0,1,0,0,0,2,0,7,60,0,3775,3775,0,10,5,2,1,0,0,0
1228803,0,2020,2020,0,5,3,265,17,4,193,0,1,1,-34.824148,147.720603,51,1,0,0,0,0,0,0,2,0,7,100,2,2585,4009,8,10,40,1,1,0,0,0
1228807,0,2020,2020,0,6,4,2,10,316,34609,0,1,9,-31.469226,152.917438,56,2,1,0,1,0,0,0,2,0,7,60,0,83,83,5,15,40,2,1,0,1,0
1228808,0,2020,2020,0,4,1,4,36,44,19,0,1,9,-33.20581,151.498919,16,2,2,1,2,0,0,0,0,0,7,80,2,1945,1945,5,16,40,2,1,0,1,0
1229237,0,2020,2020,0,2,7,85,31,66,34609,0,1,1,-34.485572,150.892834,80,0,2,1,1,0,0,0,2,0,7,50,0,368,368,9,5,28,3,1,0,1,0
1229238,0,2020,2020,0,3,0,2261,17,243,2252,0,1,2,-33.963234,150.880056,41,0,2,1,0,0,0,0,0,0,7,80,2,9859,9859,1,5,35,2,1,0,0,0
1229239,0,2020,2020,0,2,6,6,27,5,34609,0,1,1,-28.480794,153.394095,10,1,0,0,0,2,0,0,2,0,7,100,0,1259,5151,8,9,40,1,1,0,0,0
1229687,0,2020,2020,0,6,3,2,27,15,34609,0,1,1,-30.204098,153.093153,19,2,1,0,0,0,0,0,2,0,7,80,0,5929,5929,1,10,27,3,1,1,1,0
1229688,0,2020,2020,0,2,6,35,10,11,148,0,1,1,-34.184584,151.014451,80,0,2,1,0,0,0,0,2,0,7,60,2,4026,4026,8,5,40,1,1,1,0,0
1229697,0,2020,2020,0,6,2,4,1,109,34609,0,1,1,-33.966051,150.862424,41,0,2,1,1,0,0,0,1,0,7,60,0,121,121,9,0,28,2,1,0,1,0
1229699,0,2020,2020,0,4,3,10,27,14,34609,0,1,1,-33.121181,150.037923,40,1,0,0,0,0,0,0,0,0,7,100,0,1259,5151,8,9,40,1,1,0,0,0
1229956,0,2020,2020,0,6,5,2209,17,11,2205,0,1,1,-34.810209,150.614217,63,2,1,0,0,0,0,0,2,0,7,80,2,3775,3775,0,5,10,4,1,0,3,0
1230121,0,2020,2020,0,5,8,169,27,9,34609,0,1,1,-33.770665,150.64966,55,0,2,1,1,0,0,0,2,0,7,50,0,214,214,9,5,28,2,1,0,1,0
1230122,0,2020,2020,0,6,3,33,31,57,62,0,1,10,-32.815758,151.487422,17,2,1,1,0,0,0,1,2,0,7,60,2,2040,2040,9,9,28,2,1,0,1,0
1230123,0,2020,2020,0,6,4,15,27,4,34609,0,1,1,-33.381098,149.465896,3,1,0,0,1,0,0,3,2,0,7,100,0,3775,3775,0,16,13,2,1,0,1,0
1230127,0,2020,2020,0,1,7,346,17,24,332,0,1,1,-28.810423,153.368933,39,2,1,0,0,0,3,4,2,0,7,80,2,1850,1463,5,16,40,2,1,0,1,0
1230566,0,2020,2020,8,6,11,103,36,8,157,0,1,1,-28.768868,152.985162,60,1,0,0,0,0,3,3,0,0,7,100,2,2585,4009,8,5,40,2,1,0,1,0
1230570,0,2020,2020,8,5,6,1,6,87,34609,0,1,1,-33.928045,150.965214,41,0,2,1,1,0,0,0,2,0,7,50,0,1282,1282,1,28,5,2,1,0,0,0
1230577,0,2020,2020,8,0,7,111,27,293,233,1,0,9,-33.947484,151.229862,59,0,2,0,1,0,0,0,2,2,7,60,2,5929,5929,1,0,18,2,1,0,1,0
1230578,0,2020,2020,8,3,1,5,27,11,13,0,1,1,-35.735044,146.7197,27,1,0,1,0,0,0,0,0,0,7,100,1,9859,9859,8,10,40,1,1,0,0,0
1230587,0,2020,2020,8,2,6,49,27,109,34609,0,1,9,-33.969929,150.859548,41,0,2,1,1,0,0,0,2,2,7,50,0,5929,5929,1,5,19,2,1,0,1,0
1231081,0,2020,2020,8,2,8,27,10,2,34609,0,1,1,-31.411613,152.867016,56,2,1,1,0,0,0,3,3,0,7,50,0,9859,9859,8,10,40,1,1,0,0,0
1231095,0,2020,2020,8,1,10,3371,17,32,3342,0,1,1,-29.120916,153.329719,60,2,1,1,0,0,0,0,0,0,7,80,2,368,368,9,3,28,3,2,0,1,0
1231097,0,2020,2020,8,3,11,2,31,78,34609,0,1,1,-34.480279,150.841036,80,0,2,1,2,0,0,0,0,0,7,50,0,3775,3775,0,16,5,2,1,1,1,0
1231098,0,2020,2020,8,2,6,63,17,5,63,0,1,1,-33.295493,141.678147,51,1,0,1,0,0,0,0,2,0,7,110,2,1089,1089,7,0,40,1,1,0,0,0
1231099,0,2020,2020,8,2,11,2261,17,30,2252,0,1,3,-34.031047,150.823776,13,0,2,1,0,0,0,0,0,0,7,110,2,3775,3775,0,5,0,2,1,2,0,0
1231540,0,2020,2020,8,2,7,161,17,39,161,0,1,10,-35.294993,148.215652,66,2,1,1,1,0,0,0,2,0,0,60,2,6545,6545,4,5,35,2,2,1,0,0
1231557,0,2020,2020,8,4,8,27,27,48,35,0,1,10,-29.033069,152.031108,51,2,1,1,0,0,3,4,2,0,0,70,1,6545,6545,4,5,10,2,1,1,1,0
1232107,0,2020,2020,8,4,8,32,27,72,563,0,1,1,-34.007418,151.012632,68,0,2,0,0,0,0,0,3,0,7,80,2,3775,3775,0,5,13,2,2,1,0,0
1232127,0,2020,2020,8,3,8,3,27,7,34609,0,1,1,-34.962264,147.526873,51,1,0,0,0,0,0,0,2,0,7,100,0,4552,5151,8,10,40,1,1,1,0,0
1232628,0,2020,2020,8,4,8,47,27,18,34609,0,1,1,-35.702999,150.18466,23,2,1,0,0,0,0,0,2,0,7,50,0,782,957,5,22,40,1,1,0,0,0
1232629,0,2020,2020,8,2,5,82,31,11,34609,0,1,10,-33.847389,151.212963,49,0,2,1,1,0,0,0,2,2,9,50,0,2040,2040,9,22,28,2,1,0,0,0
1232630,0,2020,2020,6,2,7,2126,17,78,2149,0,1,2,-33.702067,150.575337,8,2,2,0,0,0,0,0,2,0,7,80,2,14295,14295,3,10,27,2,1,0,1,0
1232631,0,2020,2020,6,2,6,196,10,34,168,0,1,1,-33.979741,150.998153,15,0,2,0,1,0,0,0,2,0,7,60,2,3775,3775,0,11,0,2,1,0,1,0
1233137,0,2020,2020,6,5,2,7,27,15,34609,0,1,1,-35.789217,146.93991,27,1,0,0,0,0,0,0,0,0,7,100,0,2585,4009,8,5,40,1,1,0,0,0
1233138,0,2020,2020,8,0,9,1,27,3,34609,0,1,1,-33.374273,149.71139,3,1,0,0,0,2,0,0,2,0,7,100,0,312,312,2,0,40,1,1,0,0,0
1233139,0,2020,2020,6,6,7,7,31,11,5,0,1,10,-32.038857,147.973409,51,1,0,1,0,0,0,0,2,0,0,100,1,6545,6545,4,16,35,2,1,0,1,0
1233141,0,2020,2020,6,2,6,1,27,1,34609,0,1,1,-36.307404,149.529646,65,1,0,1,0,2,0,3,2,0,7,100,0,1945,1945,5,16,40,1,1,0,0,0
1233142,0,2020,2020,6,3,7,6,31,363,34609,1,0,1,-33.758071,150.7075,55,0,2,1,1,0,0,0,2,0,7,50,0,9859,9859,8,5,40,1,1,0,0,0
1233666,0,2020,2020,6,4,1,2209,17,17,2205,0,1,1,-35.080519,150.525622,63,2,1,0,0,0,0,3,0,0,7,80,2,3775,3775,0,29,25,2,1,0,1,0
1233687,0,2020,2020,6,4,9,866,17,523,793,0,1,2,-33.908199,150.918606,41,0,2,1,2,0,0,0,0,0,7,70,2,1220,1220,9,9,28,2,1,0,1,0
1233688,0,2020,2020,6,0,9,2261,17,8,2252,0,1,2,-34.627757,150.200859,78,1,0,1,2,0,0,0,0,0,7,110,2,1220,1220,9,21,28,2,1,0,1,0
1233697,0,2020,2020,6,4,8,485,27,232,769,0,1,10,-33.690517,150.922224,7,0,2,1,2,0,0,0,0,2,7,80,2,5929,5929,1,10,19,2,1,0,1,0
1234220,0,2020,2020,6,1,6,4,27,1,34609,0,1,1,-31.811784,152.30924,43,2,1,0,0,0,0,0,2,0,7,80,0,3775,3775,0,5,25,2,1,1,0,0
1234221,0,2020,2020,6,5,8,74,27,120,18,0,1,7,-33.773431,150.877,7,0,2,1,2,0,0,0,0,0,0,60,1,2040,2040,9,0,28,2,1,0,1,0
1234222,0,2020,2020,6,6,7,2,18,2,34609,0,1,1,-34.29437,149.030921,30,1,0,0,0,2,0,0,2,0,7,100,0,1259,5151,8,10,40,1,1,0,0,0
1234223,0,2020,2020,6,3,0,2,27,98,34609,0,1,1,-30.958653,150.200383,51,2,1,1,0,0,0,0,0,0,7,80,0,9859,9859,8,5,40,1,1,1,1,0
1234227,0,2020,2020,6,0,8,2126,17,60,2149,0,1,1,-33.657453,150.279487,8,2,2,1,0,0,0,0,2,0,7,80,2,3775,3775,0,5,0,3,1,1,2,0
1234465,0,2020,2020,6,6,5,478,17,70,480,1,0,5,-33.436543,151.349335,16,2,2,1,0,0,3,3,2,0,15,60,2,2040,2040,9,0,28,2,1,0,1,0
1234800,0,2020,2020,6,3,8,2126,17,75,2149,0,1,9,-33.708581,150.35089,8,2,2,1,2,0,0,0,3,0,15,80,2,2852,2852,4,5,36,3,1,0,3,0
1234801,0,2020,2020,6,4,11,19,27,164,65,0,1,2,-33.721042,150.892056,7,0,2,0,2,0,0,0,0,0,7,60,1,312,312,2,10,40,1,1,0,1,0
1234802,0,2020,2020,5,6,7,5,31,76,34609,1,2,1,-35.359883,150.471201,63,2,1,1,1,0,0,0,2,0,7,40,0,2040,2040,9,19,28,2,1,0,1,0
1234805,0,2020,2020,6,6,7,2,1,64,34609,0,1,9,-33.753742,151.218088,50,0,2,0,1,0,0,0,2,0,7,40,0,2585,4009,8,5,40,1,1,0,0,0
1234817,0,2020,2020,6,1,5,29,27,25,34609,0,1,9,-33.86823,151.280404,76,0,2,1,1,0,3,4,2,0,0,50,0,489,489,8,5,40,2,1,0,0,0
1234827,0,2020,2020,5,3,1,40,10,6,174,0,1,9,-32.681274,151.344748,17,2,1,0,0,0,0,0,0,0,7,60,2,2585,4009,8,5,40,1,1,0,0,0
1235014,0,2020,2020,6,5,5,43,27,9,118,0,1,1,-30.450906,150.62986,70,1,0,1,0,0,0,0,2,0,7,100,2,9859,9859,8,29,40,1,1,0,0,0
1235101,0,2020,2020,6,0,7,21,27,38,22,0,1,1,-32.770192,151.94487,57,2,1,1,0,0,0,0,2,0,7,80,1,9859,9859,8,5,40,1,1,0,0,0
1235416,0,2020,2020,5,3,6,346,17,16,332,0,1,1,-28.922005,152.312837,51,1,0,0,0,0,0,0,2,0,7,100,2,4552,5151,8,16,40,1,1,0,0,0
1235420,0,2020,2020,5,1,7,1,27,1,34609,0,1,1,-35.646473,146.185568,51,1,0,0,0,0,0,0,2,0,7,100,0,1850,1463,5,8,40,1,1,0,0,0
1235421,0,2020,2020,5,1,8,3371,17,30,3342,0,1,9,-32.610898,152.089161,43,1,0,1,2,0,0,0,3,0,0,100,2,5929,5929,1,0,10,2,1,0,1,0
1235427,0,2020,2020,5,5,5,169,10,3,34609,0,1,1,-28.890406,153.531842,2,2,1,0,0,0,0,0,2,0,7,80,0,1259,5151,8,5,40,1,1,0,0,0
1235428,0,2020,2020,5,5,10,114,27,24,228,0,1,1,-33.534205,150.914433,71,0,2,0,0,0,3,4,0,0,7,80,2,1957,4009,8,5,40,2,1,2,1,0
1235429,0,2020,2020,5,6,6,103,36,13,157,0,1,1,-28.378407,152.699561,51,1,0,0,0,0,0,2,2,0,7,100,2,1850,1463,5,29,40,1,1,0,0,0
1235430,0,2020,2020,5,0,7,2261,17,38,2252,0,1,2,-34.15506,150.738329,79,1,2,1,0,0,0,0,2,0,7,110,2,9859,9859,1,3,10,10,1,4,1,0
1235431,0,2020,2020,5,2,7,55,36,22,95,0,1,1,-33.185983,148.717697,11,1,0,0,0,0,3,3,2,0,7,100,2,2585,4009,8,5,40,1,1,0,0,0
1235432,0,2020,2020,5,2,7,348,17,6,232,0,1,1,-31.849396,149.242283,51,1,0,0,0,0,3,3,2,0,7,100,2,1957,4009,8,5,40,1,2,2,1,0
1235433,0,2020,2020,5,0,9,191,17,8,189,0,1,10,-32.196096,148.902282,22,1,0,1,0,0,3,0,0,0,0,100,2,6545,6545,4,0,10,2,1,1,1,0
1235437,0,2020,2020,5,4,10,308,14,169,311,0,1,3,-33.77343,150.852089,7,0,2,0,2,0,0,0,0,0,7,100,2,2040,2040,9,3,28,2,1,0,1,0
1235986,0,2020,2020,5,0,8,5,27,13,34609,0,1,1,-31.00335,150.987873,70,1,0,0,0,0,0,0,3,0,7,100,0,4552,5151,8,16,40,1,1,0,0,0
1235997,0,2020,2020,5,0,0,2,27,29,34609,0,1,1,-32.685576,142.141278,51,1,0,0,0,2,0,0,0,0,7,100,0,1850,1463,5,30,40,1,1,1,0,1
1236007,0,2020,2020,5,2,9,2209,17,157,2205,0,1,2,-34.011568,151.094297,68,0,2,0,2,0,0,0,0,0,7,70,2,4552,5151,8,5,40,1,1,0,0,0
1236008,0,2020,2020,5,2,11,1,6,21,34609,0,1,1,-33.695834,151.264089,50,0,2,1,2,0,0,0,0,0,7,50,0,4026,4026,8,30,40,1,1,3,2,0
1236009,0,2020,2020,5,3,4,45,1,294,26,0,1,9,-33.9354,150.926937,41,0,2,1,1,0,0,0,2,0,7,60,2,1282,1282,1,0,19,3,1,1,2,0
1236376,0,2020,2020,5,1,8,293,31,532,55,0,1,1,-33.868961,151.21208,69,0,2,1,1,0,0,0,3,0,7,40,1,2040,2040,9,10,28,2,1,0,1,0
1237168,0,2020,2020,5,5,3,15,27,18,46,0,1,1,-34.938956,150.718894,63,1,0,0,0,0,3,4,2,0,7,100,1,3775,3775,0,0,12,2,1,1,0,0
